PROJECT,Prospect,SiteID,SiteType,DepthFrom,DepthTo,Lithology1,Lithology2,QUALIFIER1,QUALIFIER2,QUALIFIER3,QUALIFIER4,QUALIFIER5,TEXTURE,TEXTURE2,TEXTURE3,TEXTURE4,TEXTURE5,COLOUR1,Colour1_Intensity,COLOUR2,Colour2_Intensity,STRATIGRAPHY,STRUCTURE,LOGGEDBY,PRIORITY,COMMENTS,DataSource
SAR,BBS,DD12BBS008,UN,414.2,434.2,VDA,,,,,,,,,,,,BRN,MD,,,NL,,,1,"Rhyolite to rhyodacite, (no assays available), quartz phyric sometimes feldspar phyric in feldspathic fine grained groundmass. Chlorite and sericite akteration throughout. Selective in brecciated zones and as sericitisation on feldspar.",User
SAR,BBS,DD12BBS008,UN,434.2,438.6,VDA,,POR,,,,,,,,,,PNK,MD,,,NL,,,1,"Quartz phyric Rhyolitic porphyry, quartz phenocrysts, weak to moderate chlorite alteration as stringers, sericite as selective clast replacement.",User
SAR,BBS,DD12BBS008,UN,438.6,453.6,MPP,,BXD,,,,,,,,,,GRY,DK,GRN,,NL,,,1,"Interbedded psamopelite-carbonate,foliated and brecciated. ",User
SAR,BBS,DD12BBS008,UN,453.6,460.95,SDO,,BXD,,,,,,,,,,GRN,DK,PNK,,NL,,,1,Vuggy and partially iron oxide altered(lateritised?)  dolomite surrounded up and downhole by dolomitic breccia. Chlorite as stylolites and breccia matrix. Some silicification and haematite alteration.,User
SAR,BBS,DD12BBS008,UN,460.95,479.5,MPT,,BXD,,,,,,,,,,GRN,DK,,,NL,,,1,"Dark green strongly chlorite-sericite altered pellite. Brecciated in part, faulted from 476m.",User
SAR,BBS,DD12BBS008,UN,479.5,482.2,VDA,,FOL,POR,,,,,,,,,PNK,MD,GRN,,NL,,,1,Quartz phyric porphyritic rhyolite with extensive sericite chlorite alteration particularly well developed in intensely foliated sections. Trace carbonate alteration in matrix.,User
SAR,BBS,DD12BBS008,UN,482.2,482.6,SDO,,STY,,,,,,,,,,CRM,LT,,,NL,,,1,"Dolomite with dolomitic-calcitic veins, chlorite concentrated in stylolites. Minor quartz, traces of vugs. No visible calc silicate minerals, surrounded on either side by rhyolite, fault contacts? structural juxtaposition.",User
SAR,BBS,DD12BBS008,UN,482.6,483.25,VDA,,FAU,,,,,,,,,,PNK,MO,GRN,,NL,,,1,Highly sericite/chlorite altered quartz phyric dacite(from geochem). ,User
SAR,BBS,DD12BBS008,UN,483.25,517.5,MPT,,,,,,,,,,,,GRN,DK,GRY,,NL,,,1,Sericite-chlorite altered metapelite. Chlorite alteration more intensely developed as halos to thin qtz-cb-hem veins(<1%) sometimes containing chalcopyrite and lesser pyrite(both trace),User
SAR,BBS,DD12BBS008,UN,517.5,522.0,MSD,,FGR,,,,,,,,,,GRN,DK,GRY,,NL,,,1,"Sericite-chlorite altered fine grained sandstone with trace k-feldspar and haematite alteration as halos to fine cb-quartz +- py/cp stringers, <1% of rock.",User
SAR,BBS,DD12BBS008,UN,522.0,569.5,MSD,,FGR,,,,,,,,,,GRN,DK,GRY,,NL,,,1,"Sericite-chlorite altered very fine grained sandstone, minor thin stringers of cb and minor quartz. Trace to minor haematite in veins. Trace pyrite. Minor brecciation.",User
SAR,BBS,DD12BBS008,UN,569.5,672.8,IGR,,,,,,,,,,,,PNK,MD,,,NL,,,1,"Granite, selective chlorite-sericite alteration as whisps and patches, trace haematite and pyrite. Some minor faulting throughout.",User
SAR,BGF,DD12BGF001,UN,0.0,9.0,SSL,,,,,,,,,,,,RED,LT,CRM,,NL,,,1,red-cream oxidised siltstone,User
SAR,BGF,DD12BGF001,UN,9.0,33.0,SSL,,,,,,,,,,,,ORA,LT,WHT,,NL,,,1,orange-white weakly oxidised siltstone,User
SAR,BGF,DD12BGF001,UN,33.0,42.0,SSL,,,,,,,,,,,,PPL,MD,ORA,,NL,,,1,purple-orange siltstone,User
SAR,BGF,DD12BGF001,UN,42.0,60.0,SSH,,,,,,,,,,,,BLK,DK,GRY,,Kmb,,,1,black clayey shale,User
SAR,BGF,DD12BGF001,UN,60.0,87.0,LSD,,,,,,,,,,,,GRY,MD,BRN,,NL,,,1,lithic rich subrounded quartz sand.,User
SAR,BGF,DD12BGF001,UN,87.0,108.0,SSL,,,,,,,,,,,,GRY,LT,,,NL,,,1,minor sqand component in grey siltstone,User
SAR,BGF,DD12BGF001,UN,108.0,135.0,LSD,,,,,,,,,,,,GRY,LT,,,NL,,,1,fine-grained lithic and quartz sand,User
SAR,BGF,DD12BGF001,UN,135.0,177.0,SST,,,,,,,,,,,,GRY,MD,,,NL,,,1,Clayey shaley sandstone,User
SAR,BGF,DD12BGF001,UN,177.0,182.0,SSH,,,,,,,,,,,,ORA,MD,BRN,,NL,,,1,Shale and hematite possible red bed conglomerate? (basement PCD?),User
SAR,BGF,DD12BGF001,UN,182.0,186.1,SCG,,,,,,,,,,,,RED,MD,BRN,,NL,,,1,"oxidised ""red bed"" pebble/cobble conglomerate clasts-polymict p.sorted rounded-sub round. QT/HM/CH altered matrix gravel/sand/HM silt weak diffuse bedding visible ",User
SAR,BGF,DD12BGF001,UN,186.1,192.3,VDA,,MAS,PHY,FRA,,,,,,,,BRN,MD,RED,,NL,,,1,massive fg dacite with fairly common quartz-eyes and sections lath/blocky felspars parvasive HM alt feld selectively SE/CH altered common specks cream leucoxene common fracturing brecciated contacts,User
SAR,BGF,DD12BGF001,UN,192.3,194.5,BFL,,BXD,FRA,BC,,,,,,,,BRN,DK,RED,,NL,,,1,brecciated volcanics (poss.+sed's) sheared fault zone messy looking pervsively HM altered patchy SE common leucoxene,User
SAR,BGF,DD12BGF001,UN,194.5,196.5,UNK,,,,,,,,,,,,PCO,,,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,196.5,197.8,VMC,,FGR,TED,MAS,,,,,,,,BRN,MD,RED,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,197.8,222.3,VMC,,VCC,BXD,VCC,,,,,,,,BRN,MD,RED,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,222.3,222.4,BFL,,,,,,,,,,,,BRN,MD,BUF,,NL,,,1,Fault breccia through above interval HM altered plus intense SE,User
SAR,BGF,DD12BGF001,UN,222.4,227.8,VMC,,VCC,BXD,,,,,,,,,BRN,MD,RED,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,227.8,266.2,MPP,,VCC,BED,LAM,,,,,,,,GRY,MD,GRN,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,266.2,267.1,BFL,,BXD,FOL,SHR,,,,,,,,GRY,DK,,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,267.1,286.0,MPP,,BED,LAM,PSO,,,,,,,,BLU,MD,GRY,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,286.0,287.8,MPP,,BED,PSO,BXD,,,,,,,,BLU,MD,GRY,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,287.8,289.6,MPT,,VCC,BED,,,,,,,,,GRY,MD,GRN,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,289.6,301.0,VMC,,BXD,MAS,,,,,,,,,BLU,MD,GRY,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,301.0,302.2,VCI,,BXD,TED,VCC,FOL,,,,,,,GRY,LT,GRN,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,302.2,304.8,VCI,,VCC,FOL,LAY,,,,,,,,GRN,LT,GRY,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,304.8,305.9,VCI,,BXD,TED,VCC,FOL,,,,,,,GRY,LT,GRN,,NL,,,1,,User
SAR,BGF,DD12BGF001,UN,305.9,313.4,VCI,,VCC,FOL,LAY,,,,,,,,GRN,LT,GRY,,NL,,,1,"Greyish pale green intensely sericite alt+/-minor CH/SI/CB fg volcaniclastic mafic??intermediate?? common leucoxene flecks strong foliation+""micro-boudinage""(small-scale sausages of SE-but only in some sections, somewhat layered, some CB veining ",User
SAR,BGF,DD12BGF001,UN,313.4,337.0,MPP,,ITB,FOL,LAM,,,,,,,,GRY,LT,GRN,,NL,,,1,"psammopelite common horizons sand/gravel/p.sorted s.rounded flattened lithics+/-laminating, large cross-beds, soft-sed slumping, strong foliation+-crenulations volcanogenic? pervasive SE/CH minor CB+-QT tension-veins, minor fg Py",User
SAR,BGF,DD12BGF001,UN,337.0,338.4,MPP,,ITB,FOL,LAM,,,,,,,,GRY,LT,WHT,,NL,,,1,as per 313.4-337.0m with increased QT/CB veining,User
SAR,BGF,DD12BGF001,UN,338.4,380.8,MPP,,ITB,FOL,LAM,,,,,,,,GRY,LT,GRN,,NL,,,1,"psammopelite common horizons sand/gravel/p.sorted s.rounded flattened lithics+/-laminating, large cross-beds, soft-sed slumping, strong foliation+-crenulations volcanogenic? pervasive SE/CH minor CB+-QT tension-veins, minor fg Py",User
SAR,BGF,DD12BGF001,UN,380.8,385.0,MPP,,SHR,BXD,BC,,,,,,,,GRY,LT,GRN,,NL,,,1,shear zone through sediments as per 313.4-337.0m with significant QT+-CB poss.FtBx~380.8-381.5m common broken core,User
SAR,BGF,DD12BGF001,UN,385.0,453.0,MPP,,FOL,FIS,ITB,FAU,,,,,,,GRY,MD,GRN,,NL,,,1,"sed. as per 313.4-337.0m but now silt>>sand/gravel, fissile, strongly foliated +/-shearing +microfaulting, SE>CH however some sections CH increases ",User
SAR,BGF,DD12BGF001,UN,453.0,455.5,MPP,,BXD,ITB,,,,,,,,,GRY,MD,WHT,,NL,,,1,brecciated-faulted interbedded silt/sandstone; psammopelite as per 313.4-337.0m with graphitic shear/fault ~455.0-455.5m,User
SAR,BGF,DD12BGF001,UN,455.5,484.1,MPP,,SHR,FAU,BXD,,,,,,,,GRY,MD,,,NL,,,1,"strongly sheared +/-faulted/brecciated mostly diffusely laminated siltstone>>sandy horizons pervasively SE>CH altered + minor fg dissem./SEL Py along S0 & fractures, graphitic fault/broken core467-468.8m",User
SAR,BGF,DD12BGF001,UN,484.1,492.0,MSL,,SHR,FAU,FOL,BC,,,,,,,GRY,MD,,,NL,,,1,"graphitic/cloritic shear & fault zone, broken core, intensely foliated siltstone +/- QT/CB veinlets and alteration",User
SAR,BGF,DD12BGF001,UN,492.0,496.4,BQZ,,BXD,FAU,,,,,,,,,GRY,MD,WHT,,NL,,,1,"fault breccia, silicified +QT/CB veining, CH matrix +/-graphite, common fg Py, lesser SE, primary lith? siltstone? volcaniclastic?-some leucoxene specks",User
SAR,BGF,DD12BGF001,UN,496.4,523.4,MSL,,BXD,FOL,SHR,,,,,,,,GRY,MD,,,NL,,,1,"intensely foliated +/-sheared/faulted brecciated vfg SE/CH altered sediment, matrix CH/SE+/-fg Py, clasts p.sorted mainly ang. some rounded lith?sheared/Bx siltstone?volcaniclastic? from 511m down broken core/fault SE increases+CH+SI+Py",User
SAR,BGF,DD12BGF001,UN,523.4,540.2,MSL,,BXD,FAU,SHR,,,,,,,,GRY,MD,,,NL,,,1,"intensely SE/CH alt brecciated/faulted/sheared vfg sediment-siltstone? SE of clasts & matrix, fg Py dissem.&along fractures, rare magnetite eg.534.7m QT/CB+/-Hm staining tension veinlets, some graphitic Bx 535.0-535.3, 535.7, 537.2m ",User
SAR,BGF,DD12BGF001,UN,540.2,555.0,BRE,,FAU,BXD,BC,,,,,,,,GRY,MD,GRN,,NL,,,1,"Greenish grey-bluish fault breccia through siltstone?, broken core, variably SE/CH/grapite altered +/-QT/CB veinlets/alt. ",User
SAR,BGF,DD12BGF001,UN,555.0,558.7,MSD,,MAS,FGR,,,,,,,,,GRN,MD,GRY,,NL,,,1,"Green-grey-red massive-looking, leucoxene-bearing, volcanogenic? vfg sand pervasively/intensely SE/CH+/-HM (patchy/spotty) altered broken downhole last 50cm",User
SAR,BGF,DD12BGF001,UN,558.7,594.6,MDO,,BXD,FRA,VUG,TED,,,,,,,WHT,LT,RED,,NL,,,1,"brecciated, fractured, <1mm spotty vuggs, dolomite, common rusty-red HM alt in fractures/spots ",User
SAR,BGF,DD12BGF001,UN,594.6,607.0,MDO,,BXD,FRA,VUG,TED,,,,,,,RED,DK,PNK,,NL,,,1,"Red-pink-white brecciated (seems to be a fine breccia (post an earlier coarser breccia) fractured dolomite as above now with intense HM alteration, matrix most intense HM",User
SAR,BGF,DD12BGF001,UN,607.0,609.0,IIN,,CM,TED,BC,,,,,,,,BRN,DK,RED,,NL,,,1,"dark rusty-red brecciated texturally destroyed Intrusive? possible chilled margins-downhole intense SE and broken, intensely HRE+/-CH+/-SE altered",User
SAR,BGF,DD12BGF001,UN,609.0,615.8,MDO,,BXD,FRA,VUG,TED,,,,,,,RED,DK,PNK,,NL,,,1,as per 594.6-607.0m fine breccia post earlier coarser breccia? & common fine-wandering HM-filled veinlet/fracture stockwork,User
SAR,BGF,DD12BGF001,UN,615.8,620.1,IIN,,CM,MAS,FGR,FRA,,,,,,,GRY,MD,RED,,NL,,,1,Grey-red(HM-filled fractures/veinlets) vfg massive-looking intermediate? leucoxene-bearing pervasively SE/CH altered intrusive? common HM-filled red fractures intense sericite upper contact-chilled? broken contacts,User
SAR,BGF,DD12BGF001,UN,620.1,643.1,MDO,,FRA,BXD,,,,,,,,,RED,DK,PNK,,NL,,,1,"Red-white intensely HRE altered brecciated doloite comon SI+/-CB altered clasts-p.sorted(could be brecciated relict veins) rare fg py rare barite?infill eg.637.7m & 640.15m, rare SE alt clasts",User
SAR,BRM,DD12BRM001,UN,0.0,6.0,LSI,,,,,,,,,,,,YEL,LT,WHT,,NL,,,1,Yellow - white silcrete and kaolinite clay.,User
SAR,BRM,DD12BRM001,UN,6.0,24.0,SSH,,,,,,,,,,,,PNK,LT,WHT,,Kmb,,,1,Pinkish white clay - Oxidized Bulldog Shale.,User
SAR,BRM,DD12BRM001,UN,24.0,54.0,SSH,,,,,,,,,,,,YEL,MD,BRN,,Kmb,,,1,Yellow brown clay and shale - Oxidized Bulldog Shale.,User
SAR,BRM,DD12BRM001,UN,54.0,63.0,NS,,,,,,,,,,,,AQU,LT,,,NL,,,1,No sample.,User
SAR,BRM,DD12BRM001,UN,63.0,91.0,SSH,,,,,,,,,,,,GRY,MD,,,Kmb,,,1,Grey - dark grey shale. Fresh Bulldog Shale.,User
SAR,BRM,DD12BRM001,UN,91.0,96.0,LSD,,,,,,,,,,,,GRY,MD,,,Kn4,,,1,Unconsolidated quartz sand - Cadna-owie Formation.,User
SAR,BRM,DD12BRM001,UN,96.0,126.0,SMT,,,,,,,,,,,,GRY,MD,,,CPb,,,1,Grey diamictite - Boorthana Formation.,User
SAR,BRM,DD12BRM001,UN,126.0,135.0,SCG,,,,,,,,,,,,RED,MD,,,NL,,,1,Red hematite altered basement. Might be the hematite altered polymictic comglomerate  same as down deeper in the hole (as intersected in the NQ2 core).,User
SAR,BRM,DD12BRM001,UN,135.0,137.4,NS,,,,,,,,,,,,AQU,MD,,,NL,,,1,No sample.,User
SAR,BRM,DD12BRM001,UN,137.4,319.7,SCG,,PSO,POL,,,,,,,,,RED,MD,GRY,,NL,,,1,Poorly sorted polymict sedimentary conglomerate. Predominantly matrix supported with arkosic sands. Hematite alteraion of matrix. Clasts include sedimentary+jasperoidal+BIF+volcanics. Weakly in finer grained intervals. Minor faults @  192 197 245 and,User
SAR,BRM,DD12BRM002,UN,0.0,9.0,LSI,,IND,,,,,,,,,,RED,LT,CRM,,Kmb,,,1,"Silcrete, minor limonite alteration and moderate kaolinite altered.",User
SAR,BRM,DD12BRM002,UN,9.0,24.0,SSL,,BL,,,,,,,,,,CRM,LT,,,KMB,,,1,Bleached zone,User
SAR,BRM,DD12BRM002,UN,24.0,45.0,SSL,,,,,,,,,,,,YEL,LT,,,KMB,,,1,Pale weakly limonitic siltstone ,User
SAR,BRM,DD12BRM002,UN,45.0,66.0,NL,,,,,,,,,,,,CLS,,,,NL,,,1,,User
SAR,BRM,DD12BRM002,UN,66.0,69.0,SSL,,MOT,,,,,,,,,,GRY,MD,,,KMB,,,1,mixed shale and oxidised siltstone,User
SAR,BRM,DD12BRM002,UN,69.0,96.0,SSH,,,,,,,,,,,,GRY,DK,,,KMB,,,1,,User
SAR,BRM,DD12BRM002,UN,96.0,99.0,SSH,,SAN,,,,,,,,,,GRY,DK,,,KMB,,,1,interbedded sandstone shale,User
SAR,BRM,DD12BRM002,UN,99.0,102.0,SSH,,,,,,,,,,,,GRY,DK,,,KMB,,,1,,User
SAR,BRM,DD12BRM002,UN,102.0,123.0,LSD,,MGR,SAG,SRD,,,,,,,,GRY,LT,,,KN4,,,1,,User
SAR,BRM,DD12BRM002,UN,123.0,153.0,LSD,,PSO,LTH,,,,,,,,,GRY,LT,,,KN4,,,1,,User
SAR,BRM,DD12BRM002,UN,153.0,164.6,VMC,,,,,,,,,,,,GRN,DK,,,NL,,,1,,User
SAR,BRM,DD12BRM002,UN,164.6,165.5,VBS,,MAS,,,,,,,,,,GRN,MD,,,NL,,,1,"Basalt with 1% quartz/carbonate veins, 1% pyrite within vein with minor haematite alteration.",User
SAR,BRM,DD12BRM002,UN,165.5,166.75,IDM,,POR,,,,,,,,,,BRN,DK,GRN,,NL,,,1,Porphyritic diorite  amphibole-biotite(after amphibole?) magnetite bearing porphyritic diorite.,User
SAR,BRM,DD12BRM002,UN,166.75,202.75,VBS,,PIL,,,,,,,,,,GRN,MD,,,NL,,,1,"Sericite altered basalt, 5% carbonate-quartz veins with up to 2% pyrite within veins. Veining not overall paralell but appears to be filling inter-pillow spaces. Vein walls correspond to chilled margin contacts.",User
SAR,BRM,DD12BRM002,UN,202.75,208.55,VCG,,RND,SAG,,,,,,,,,GRN,MD,,,NL,,,1,"Basalt? rounded to sub angular mm to 150mm dominantly basaltic clasts, some sort interflow conglomerate, rounded clasts possibly bombs?? 1% carbonate veins, minor pyrite.",User
SAR,BRM,DD12BRM002,UN,208.55,218.15,VBS,,PIL,,,,,,,,,,GRN,MD,,,NL,,,1,"Sericite altered basalt, 5% carbonate-quartz veins with up to 2% pyrite within veins. Veining not overall paralell but appears to be filling inter-pillow spaces. Vein walls sometimes correspond to chilled margin contacts.",User
SAR,BRM,DD12BRM002,UN,218.15,236.7,VBS,,COB,RND,SAG,RND,,,,,,,GRN,MD,,,NL,,,1,"Sericite altered basalt-conglomerate flows or layers, mostly monomictic exepting rare siliceous/cherty rounded clasts, however this may be siicification/replacement by silica, rare pyrite replacemt of clasts evident.",User
SAR,BRM,DD12BRM002,UN,236.7,282.0,VCG,,COB,RND,SAG,,,,,,,,GRN,MD,,,NL,,,1,"Basalt? rounded to sub angular mm to 150mm dominantly basaltic clasts, some sort of interflow conglomerate, rounded clasts possibly bombs?? 4% carbonate veins or matrix, minor pyrite. Some quartz clasts(rounded), potentially silicification/silica rpl",User
SAR,BRM,DD12BRM002,UN,282.0,323.6,VBS,,LAY,,,,,,,,,,GRN,MD,,,NL,,,1,"Sericite altered massive basalt with a prefered fabric direction, s1/s0/s? difficult to discern. Minor volcanic conglomerate intrlayers accompanyed by qtz-carbonate as matrix with pyrite<1% and minor haematite alt +occasional magnetite. QZVN 317-318.",User
SAR,BRM,DD12BRM002,UN,323.6,325.7,VSM,,LAM,,,,,,,,,,GRY,DK,,,NL,,,1,"Dark laminated fine grained sericite/chlorite altered sediment, abundant magnetite alteration bedding parallel. Extensive quzrtz carbonate veining, 70% of interval, laminated vein, 2% pyrite as blebs within dark chloritic selvages, lam veining.",User
SAR,BRM,DD12BRM002,UN,325.7,369.0,VST,,BED,FOL,,,,,,,,,GRY,DK,,,NL,,,1,"Inter-bedded volcanisclastics of various grainsizes.Extensive veining, foliation/bedding parallel from 342.1 to 346.1 appearing th co-incident with a chloritic dark volcaniclastic sediment, 40% bedding parallel quartz veins with <1 pyrite.",User
SAR,BRM,DD12BRM002,UN,369.0,375.85,VSM,,LAM,FLD,,,,,,,,,GRY,DK,,,NL,,,1,"Fine grained chloritic dark grey to moderate grey volcanic mudstone, laminated and tightly folded. Hornfelsing over 70mm at downhole contact with basalt.",User
SAR,BRM,DD12BRM002,UN,375.85,386.25,VBS,,,,,,,,,,,,GRY,MD,,,NL,,,1,Sericite/chlorite altered massive basalt. Weak foliation fabric defined by alignment of carbonate blebs.,User
SAR,BRM,DD12BRM002,UN,386.25,389.4,VSM,,LAM,,,,,,,,,,GRY,DK,,,NL,,,1,Fine grained bedded/laminated volcanigenic mudstone with 10% quzrtzveins. Silicified in last 350mm and pseudbrecciated likely from hornfelsing...,User
SAR,BRM,DD12BRM002,UN,389.4,440.7,VBS,,MAS,,,,,,,,,,GRN,MD,GRY,,NL,,,1,"Sericite/chlorite altered basalt, carbonate and minor quartz veins 5% throughout.",User
SAR,BRM,DD12BRM002,UN,440.7,442.9,IIN,,MAS,BXD,FGR,,,,,,,,GRY,DK,BRN,,NL,,,1,"Dark green/brown volanogenic sandstone breccia, anguar clasts up to 50mm, clast supported, minor pyrite.",User
SAR,BRM,DD12BRM002,UN,442.9,514.5,VBS,,MAS,,,,,,,,,,GRY,MD,GRN,,NL,,,1,Sericite-chlorite alt. basalt. Laminated quzrtz veins 452.4 for 10mm to 453.05 for 350mm pyrite in selvedges 1%. At 468m for 300mm brxd zone qz+mt+py.,User
SAR,BRM,DD12BRM002,UN,514.5,515.8,VSM,,>V,,,,,,,,,,BLK,MO,GRY,,NL,,,1,"Black mudstone, 70% quartveins laminated minor pyrite at the vein edges and in thin stringers, <1%. ",User
SAR,BRM,DD12BRM002,UN,515.8,527.43,VBS,,,,,,,,,,,,GRY,MD,GRN,,NL,,,1,Sericite/chlorite altered basalt.,User
SAR,BRM,DD12BRM002,UN,527.43,528.0,VBS,,AMY,,,,,,,,,,BRN,DK,,,NL,,,1,"Amygdaloidal basalt, fine grained, sericite altered, amygdales are elongated and aligned somewhat.",User
SAR,BRM,DD12BRM002,UN,528.0,532.9,VBS,,,,,,,,,,,,GRY,MD,GRN,,NL,,,1,"Sericite altered basalt, selective chlorite alteration within thin 10mm thick interflow sediment?? at 529.2m.",User
SAR,BRM,DD12BRM002,UN,532.9,535.6,VSM,,LAM,,,,,,,,,,GRY,DK,GRN,,NL,,,1,"Laminated fine grained volcanigenic mudstone, minor folding, trace pyrite. 1% quartz veins.",User
SAR,BRM,DD12BRM002,UN,535.6,555.75,VBS,,,,,,,,,,,,GRY,MD,GRN,,NL,,,1,"Sericite altered basalt, selective chlorite alteration.",User
SAR,BRM,DD12BRM002,UN,555.75,561.35,VSM,,LAM,,,,,,,,,,GRY,MD,BUF,,NL,,,1,"Laminated volcanogenic siltstone, partially silicified.",User
SAR,BRM,DD12BRM002,UN,561.35,676.2,VBS,,,,,,,,,,,,GRY,MD,GRN,,NL,,,1,"Sericite altered basalt, ",User
SAR,CRD,DD12CRD013,UN,0.0,3.0,LAL,,FER,,,,,,,,,,RED,,BRN,,NL,,,1,,User
SAR,CRD,DD12CRD013,UN,3.0,9.0,SSL,,BL,,,,,,,,,,WHT,,,,NL,,,1,,User
SAR,CRD,DD12CRD013,UN,9.0,24.0,SSL,,,,,,,,,,,,WHT,LT,PNK,,NL,,,1,,User
SAR,CRD,DD12CRD013,UN,24.0,33.0,SSL,,,,,,,,,,,,BRN,,YEL,,NL,,,1,,User
SAR,CRD,DD12CRD013,UN,33.0,39.0,SSL,,,,,,,,,,,,GRY,LT,BRN,,NL,,,1,,User
SAR,CRD,DD12CRD013,UN,39.0,42.0,NS,,,,,,,,,,,,CLS,DK,,,NL,,,1,No sample - loss of water return,User
SAR,CRD,DD12CRD013,UN,42.0,51.0,SSL,,,,,,,,,,,,GRY,LT,BRN,,NL,,,1,Lt grey/brown siltsone w/ clays,User
SAR,CRD,DD12CRD013,UN,51.0,57.0,NS,,,,,,,,,,,,CLS,,,,NL,,,1,No sample - loss of water return,User
SAR,CRD,DD12CRD013,UN,57.0,84.0,SSH,,,,,,,,,,,,GRY,DK,BLK,,NL,,,1,Dk grey/black shale - bulldog shale.,User
SAR,CRD,DD12CRD013,UN,84.0,115.4,SMT,,,,,,,,,,,,GRY,MD,,,NL,,,1,Md grey diamictite - fgr angular qtz w/ rare feldspar/bi,User
SAR,CRD,DD12CRD013,UN,115.4,121.7,SMT,,POL,,,,,,,,,,GRY,LT,,,CP1,,,1,,User
SAR,CRD,DD12CRD013,UN,121.7,154.0,MPT,,FGR,BED,SIL,<V,,,,,,,GRN,DK,GRY,,NL,,,1,Interbedded chlorite + diopside altered pelite with bands of silica or limestone. regularly banded.,User
SAR,CRD,DD12CRD013,UN,154.0,172.0,MPT,,FGR,BED,SIL,<V,,,,,,,GRN,DK,RED,,NL,,,1,As previous but more disrupted with an increase in reddening potentially hem dusting of albite.,User
SAR,CRD,DD12CRD013,UN,172.0,191.9,MPL,,FGR,BED,CLS,<V,,,,,,,GRN,MD,GRY,,NL,,,1,Silica disapears and is replaced (not literally) by limestone bands. minor reddeding and an increase in mt as selvages to limestone bands.,User
SAR,CRD,DD12CRD013,UN,191.9,219.8,BML,,BXD,MON,CAL,RCM,,,,,,,GRY,LT,RED,,NL,,,1,bml float breccia sharp up and down hole contacts clasts of siltstone show reddening.,User
SAR,CRD,DD12CRD013,UN,219.8,261.0,MPT,,LAM,PBL,FOL,>V,,,,,,,GRN,DK,RED,,NL,,,1,foliated fgr laminated siltstone with rare porphyroblasts showing rotation and pressue shadows. abundant carb + fl veins. reddeding hrr or kf increasing downhole.,User
SAR,CRD,DD12CRD013,UN,261.0,270.5,MPT,,TED,BC,<V,MAS,,,,,,,GRN,DK,RED,,NL,,,1,Massive chlorite + hrr rock probably ex pelite now texturallly destroyed by alteration. moderately broken core.,User
SAR,CRD,DD12CRD013,UN,270.5,272.6,FTZ,,FAU,BC,,,,,,,,,GRN,DK,GRY,,NL,,,1,very fractured broken fault zone in pelite.,User
SAR,CRD,DD12CRD013,UN,272.6,309.0,SLM,,MAS,BXD,TED,<V,,,,,,,GRY,LT,GRN,,NL,,,1,Massive disrupted and brecciated limestone. Degree of chlorite brecciation varies.,User
SAR,CRD,DD12CRD013,UN,309.0,326.0,MPL,,TED,>V,BC,BXD,,,,,,,GRN,MD,GRY,,NL,,,1,limestone as previous with increase in pelite zones. brecciated and strongly veined by pink carbonate. moderately fractured.,User
SAR,CRD,DD12CRD013,UN,326.0,347.5,MPL,,FAU,BC,<V,,,,,,,,GRN,MD,PNK,,NL,,,1,strongly fractured pelite as above in fault zone.,User
SAR,CRD,DD12CRD013,UN,347.5,350.9,FTZ,,FAU,BC,,,,,,,,,RED,MD,GRN,,NL,,,1,fault zone domain boundary strongly fractured pelite?,User
SAR,CRD,DD12CRD013,UN,350.9,352.0,SST,,QTZ,MGR,RDS,CEM,,,,,,,RED,LT,,,NL,,,1,sandstone raft in domain fault.,User
SAR,CRD,DD12CRD013,UN,352.0,353.3,FTZ,,FAU,BC,,,,,,,,,RED,DK,GRN,,NL,,,1,fault zone domain boundary strongly fractured pelite?,User
SAR,CRD,DD12CRD013,UN,353.3,364.8,VAN,,<V,APH,POR,,,,,,,,BRN,MD,,,NL,,,1,disrupted hematite chlorite altered andesite. ,User
SAR,CRD,DD12CRD013,UN,364.8,369.9,VAN,,PSU,TED,APH,<V,,,,,,,GRN,MD,BRN,,NL,,,1,pseudobrecciated andesite due to variable ch + hre alteration. rare hsp veins.,User
SAR,CRD,DD12CRD013,UN,369.9,373.3,VAN,,APH,PSU,<V,,,,,,,,GRN,DK,,,NL,,,1,chlorite altered massive andesite.,User
SAR,CRD,DD12CRD013,UN,373.3,401.2,VAN,,POR,<V,PSU,,,,,,,,GRN,DK,RED,,NL,,,1,porphyritic andesite with variable ch + hm alteration.,User
SAR,CRD,DD12CRD013,UN,401.2,418.7,VAN,,POR,<V,TED,VOL,,,,,,,RED,MD,,,NL,,,1,,User
