Project,SiteId,Depth_From,Depth_To,Altmineral1,Altstyle1,Altmineral2,Altstyle2
SAR,DD12BBS004,546.0,548.0,SE,P,,
SAR,DD12BBS004,548.0,553.03,CH,P,SE,P
SAR,DD12BBS004,553.03,555.7,CH,IV,SE,P
SAR,DD12BBS004,555.7,557.0,HE,MTX,,
SAR,DD12BBS004,557.0,563.02,CH,C,SE,C
SAR,DD12BBS004,563.02,570.4,CH,ST,HE,MTX
SAR,DD12BBS004,570.4,581.6,CH,C,,
SAR,DD12BBS004,581.6,583.0,CH,P,SE,P
SAR,DD12BBS004,583.0,601.4,CH,IV,HE,V
SAR,DD12BBS004,601.4,611.7,CH,ST,,
SAR,DD12BBS004,611.7,641.3,CH,P,HE,MTX
SAR,DD12BBS004,641.3,651.2,CH,C,SE,SEL
SAR,DD12BBS004,651.2,657.0,CH,P,,
SAR,DD12BBS004,657.0,688.8,CH,P,HRR,C
SAR,DD12BBS004,688.8,719.0,FL,V,HRR,P
SAR,DD12BBS004,719.0,720.4,SE,P,SI,P
SAR,DD12BBS004,735.4,735.6,SE,P,SI,P
SAR,DD12BBS004,735.6,794.6,HRR,P,SE,P
SAR,DD12BBS005,207.0,234.1,CH,C,HE,IM
SAR,DD12BBS005,234.1,238.9,CH,P,SE,P
SAR,DD12BBS005,238.9,240.15,HE,IM,SE,P
SAR,DD12BBS005,240.15,257.2,CH,P,,
SAR,DD12BBS005,257.2,264.4,HE,IM,SE,C
SAR,DD12BBS005,264.4,296.0,CH,CV,SE,P
SAR,DD12BBS005,296.0,304.2,CH,P,SE,P
SAR,DD12BBS005,304.2,315.1,HE,V,SE,P
SAR,DD12BBS005,315.1,322.9,CH,P,HE,IF
SAR,DD12BBS005,322.9,339.3,CH,P,HE,C
SAR,DD12BBS005,339.3,341.7,HE,CV,SI,P
SAR,DD12BBS005,341.7,459.2,CH,C,SE,P
SAR,DD12BBS005,459.2,471.2,SE,P,,
SAR,DD12BBS005,471.2,475.95,CH,SEL,HE,UF
SAR,DD12BBS005,475.95,481.0,SE,P,,
SAR,DD12BBS005,481.0,496.6,CH,SEL,HE,SEL
SAR,DD12BBS005,496.6,503.4,HE,SEL,,
SAR,DD12BBS005,503.4,508.6,CH,SEL,SE,P
SAR,DD12BBS005,508.6,517.2,SE,SEL,SI,SEL
SAR,DD12BBS005,517.2,525.0,CH,MTX,CH,SEL
SAR,DD12BBS005,525.0,543.6,CH,SEL,SE,P
SAR,DD12BBS005,543.6,549.7,HE,SEL,SE,SEL
SAR,DD12BBS005,549.7,556.1,CH,SEL,HE,IM
SAR,DD12BBS005,556.1,583.1,CH,SEL,HE,IM
SAR,DD12BBS005,583.1,596.1,CH,SEL,HE,P
SAR,DD12BBS005,596.1,615.0,CH,SEL,SE,SEL
SAR,DD12BBS005,615.0,642.7,CH,SEL,SE,P
SAR,DD12BBS005,642.7,643.8,CH,MTX,,
SAR,DD12BBS005,643.8,651.0,CH,SEL,SE,SEL
SAR,DD12BBS005,651.0,653.3,CH,IF,HE,ST
SAR,DD12BBS005,653.3,690.7,CH,C,KF,P
SAR,DD12BBS005,690.7,712.0,CH,P,SE,SEL
SAR,DD12BBS005,712.0,746.8,CH,SEL,KF,P
SAR,DD12BBS005,746.8,772.34,CH,SEL,KF,P
SAR,DD12BBS005,772.34,773.65,CH,SEL,,
SAR,DD12BBS005,773.65,774.4,CH,P,SE,P
SAR,DD12BBS005,774.4,812.6,CH,SEL,HE,SEL
SAR,DD12BBS005,812.6,816.5,CH,SEL,,
SAR,DD12BBS005,816.5,829.4,CH,AV,HE,B
SAR,DD12BBS005,829.4,833.9,CH,P,HE,SEL
SAR,DD12BBS005,833.9,850.0,KF,P,MT,SEL
SAR,DD12BBS006,252.0,281.1,CH,SEL,KF,SEL
SAR,DD12BBS006,281.1,289.7,CH,ST,,
SAR,DD12BBS006,289.7,306.0,CH,SEL,KF,SEL
SAR,DD12BBS006,306.0,308.2,CH,ST,,
SAR,DD12BBS006,308.2,313.25,CH,SEL,KF,SEL
SAR,DD12BBS006,313.25,314.4,CH,C,KF,P
SAR,DD12BBS006,314.4,325.9,CH,SEL,KF,SEL
SAR,DD12BBS006,325.9,328.6,CH,SEL,,
SAR,DD12BBS006,328.6,342.0,CH,SEL,KF,SEL
SAR,DD12BBS006,342.0,368.0,CH,SEL,,
SAR,DD12BBS006,368.0,383.8,CH,SEL,KF,SEL
SAR,DD12BBS006,383.8,393.2,CH,SEL,KF,SEL
SAR,DD12BBS006,393.2,404.4,CH,SEL,KF,SEL
SAR,DD12BBS006,404.4,406.7,CH,SEL,SE,SEL
SAR,DD12BBS006,406.7,408.0,CH,SEL,KF,SEL
SAR,DD12BBS006,408.0,411.0,KF,SEL,CH,SEL
SAR,DD12BBS006,411.0,420.3,CH,P,KF,C
SAR,DD12BBS006,420.3,421.1,CH,P,KF,SEL
SAR,DD12BBS006,421.1,424.3,CH,ST,,
SAR,DD12BBS006,424.3,426.8,CH,C,,
SAR,DD12BBS006,426.8,429.0,CH,B,HE,B
SAR,DD12BBS006,429.0,437.0,CH,C,,
SAR,DD12BBS006,437.0,449.6,CH,B,HE,IF
SAR,DD12BBS006,449.6,452.0,CH,P,KF,SEL
SAR,DD12BBS006,452.0,455.4,CH,C,KF,IF
SAR,DD12BBS006,455.4,465.3,CH,C,KF,B
SAR,DD12BBS006,465.3,471.0,CH,C,KF,P
SAR,DD12BBS006,471.0,510.5,CH,B,KF,B
SAR,DD12BBS006,510.5,512.8,CH,ST,,
SAR,DD12BBS006,512.8,517.0,CH,B,KF,B
SAR,DD12BBS006,517.0,540.8,CH,B,HE,IF
SAR,DD12BBS006,540.8,558.6,CH,SEL,HE,IF
SAR,DD12BBS006,577.2,594.3,CH,SEL,HE,IF
SAR,DD12BBS006,594.3,603.2,CH,ST,HE,SF
SAR,DD12BBS006,603.2,603.95,CH,P,SE,O
SAR,DD12BBS006,603.95,608.73,CH,ST,HE,ST
SAR,DD12BBS006,608.73,618.0,CH,P,SE,P
SAR,DD12BBS006,619.6,627.1,CH,P,KF,SEL
SAR,DD12BBS006,627.1,631.75,CH,SEL,KF,P
SAR,DD12BBS006,631.75,641.0,CH,SEL,HE,SEL
SAR,DD12BBS006,641.0,648.1,CH,SEL,HE,C
SAR,DD12BBS006,648.1,674.4,CH,SEL,HE,SEL
SAR,DD12BBS006,674.4,677.1,CH,P,SE,P
SAR,DD12BBS006,677.1,686.0,HRR,P,SE,SEL
SAR,DD12BBS006,686.0,693.0,CH,SEL,HRR,SEL
SAR,DD12BBS006,693.0,711.4,CB,U,CH,P
SAR,DD12BBS006,730.7,752.0,HRR,SEL,SE,SEL
SAR,DD12BBS006,752.0,760.0,HE,SEL,HRR,P
SAR,DD12BBS006,760.0,764.0,CH,SEL,HRR,P
SAR,DD12BBS006,764.0,765.8,CH,SEL,HRR,P
SAR,DD12BBS006,765.8,771.0,CH,SEL,HRR,SEL
SAR,DD12BBS006,771.0,773.0,CH,SEL,HRR,P
SAR,DD12BBS006,773.0,776.1,CH,SEL,HRR,SEL
SAR,DD12BBS007,260.7,267.2,CH,SEL,HE,C
SAR,DD12BBS007,267.2,268.05,SE,P,,
SAR,DD12BBS007,268.05,281.0,CH,ST,HE,P
SAR,DD12BBS007,281.0,282.3,CH,P,SE,P
SAR,DD12BBS007,282.3,285.1,CH,B,SE,B
SAR,DD12BBS007,285.1,286.0,CH,P,SE,P
SAR,DD12BBS007,286.0,298.0,CH,ST,HE,P
SAR,DD12BBS007,298.0,304.0,SE,P,,
SAR,DD12BBS007,304.0,307.1,CH,SEL,KF,SEL
SAR,DD12BBS007,307.1,309.0,CH,ST,HE,P
SAR,DD12BBS007,309.0,311.4,HE,SEL,,
SAR,DD12BBS007,311.4,312.95,CH,SEL,SE,P
SAR,DD12BBS007,312.95,319.0,CH,SEL,HE,B
SAR,DD12BBS007,325.0,327.8,CH,MTX,HE,P
SAR,DD12BBS007,327.8,332.7,CH,P,HE,SEL
SAR,DD12BBS007,332.7,345.8,HE,P,SI,SEL
SAR,DD12BBS007,345.8,354.4,CH,B,HE,SEL
SAR,DD12BBS007,354.4,366.8,HE,P,SI,SEL
SAR,DD12BBS007,366.8,369.5,CH,SEL,HE,C
SAR,DD12BBS007,369.5,386.0,CH,SEL,HE,SEL
SAR,DD12BBS007,386.0,397.3,CH,B,SE,B
SAR,DD12BBS007,397.3,410.8,CH,S,SE,P
SAR,DD12BBS007,410.8,429.7,HE,P,,
SAR,DD12BBS007,429.7,435.0,HE,P,,
SAR,DD12BBS007,435.0,440.2,CH,ST,SE,SEL
SAR,DD12BBS007,440.2,458.9,CH,P,SE,P
SAR,DD12BBS007,458.9,463.5,CH,ST,HE,SEL
SAR,DD12BBS007,463.5,478.6,SE,NL,,
SAR,DD12BBS007,478.6,489.9,KF,IF,SE,SEL
SAR,DD12BBS007,489.9,559.85,HE,P,SI,SEL
SAR,DD12BBS007,559.85,567.6,CH,ST,SE,P
SAR,DD12BBS007,567.6,573.75,CH,P,SE,P
SAR,DD12BBS007,573.75,577.0,CH,P,SE,P
SAR,DD12BBS007,577.0,580.8,SE,P,,
SAR,DD12BBS007,580.8,596.1,CH,SEL,SE,P
SAR,DD12BBS007,596.1,611.05,CH,SEL,HE,P
SAR,DD12BBS007,611.05,614.9,SE,SEL,,
SAR,DD12BBS007,614.9,615.7,CH,SEL,HE,P
SAR,DD12BBS007,615.7,622.6,CH,P,SE,P
SAR,DD12BBS007,622.6,629.0,HE,SEL,SE,ST
SAR,DD12BBS007,629.0,641.0,CH,P,HE,SEL
SAR,DD12BBS007,641.0,664.4,CH,MTX,HDG,IF
SAR,DD12BBS007,664.4,671.5,CH,SEL,HE,P
SAR,DD12BBS007,671.5,698.0,CH,SEL,HE,P
SAR,DD12BBS007,698.0,714.8,CH,SEL,HE,SEL
SAR,DD12BBS008,248.4,256.15,CH,NL,SE,P
SAR,DD12BBS008,256.15,278.5,CH,SEL,SE,SEL
SAR,DD12BBS008,278.5,297.5,CH,SEL,,
SAR,DD12BBS008,297.5,308.6,CH,SEL,HRR,SEL
SAR,DD12BBS008,308.6,329.9,KF,SEL,,
SAR,DD12BBS008,329.9,366.2,CH,SEL,KF,SEL
SAR,DD12BBS008,366.2,368.8,CH,SEL,,
SAR,DD12BBS008,368.8,370.6,CH,SEL,,
SAR,DD12BBS008,375.3,380.3,CH,SEL,HE,P
SAR,DD12BBS008,380.3,389.9,CH,P,HE,SEL
SAR,DD12BBS008,389.9,397.5,CH,ST,HE,SEL
SAR,DD12BBS008,397.5,400.8,CH,SEL,KF,SEL
SAR,DD12BBS008,400.8,414.2,CH,SEL,SE,P
SAR,DD12BBS008,414.2,434.2,CH,SEL,SE,SEL
SAR,DD12BBS008,434.2,438.6,CH,IF,SE,SEL
SAR,DD12BBS008,438.6,453.6,CH,P,HRR,SEL
SAR,DD12BBS008,453.6,460.95,CH,SEL,HE,C
SAR,DD12BBS008,460.95,479.5,CH,P,HE,IF
SAR,DD12BBS008,479.5,482.2,CH,SEL,SE,SEL
SAR,DD12BBS008,482.2,482.6,CH,ST,HE,P
SAR,DD12BBS008,482.6,483.25,CH,SEL,SE,SEL
SAR,DD12BBS008,483.25,517.5,CH,P,HE,IF
SAR,DD12BBS008,517.5,522.0,CH,P,KF,IF
SAR,DD12BBS008,522.0,569.5,CH,P,HE,IF
SAR,DD12BBS008,569.5,672.8,CH,SEL,HE,SEL
SAR,DD12BGF001,182.0,186.1,CH,SEL,HM,SEL
SAR,DD12BGF001,186.1,192.3,HM,P,SE,CV
SAR,DD12BGF001,192.3,194.5,HM,P,SE,C
SAR,DD12BGF001,196.5,197.8,HRE,NL,,
SAR,DD12BGF001,197.8,222.3,HRE,P,,
SAR,DD12BGF001,222.3,222.4,SE,NL,,
SAR,DD12BGF001,222.4,227.8,HRE,P,,
SAR,DD12BGF001,227.8,266.2,CH,SEL,SE,P
SAR,DD12BGF001,266.2,267.1,CH,P,GR,SEL
SAR,DD12BGF001,267.1,286.0,CH,P,SE,P
SAR,DD12BGF001,286.0,287.8,CB,NL,CH,P
SAR,DD12BGF001,287.8,289.6,CH,P,SE,P
SAR,DD12BGF001,289.6,301.0,CH,P,SE,P
SAR,DD12BGF001,301.0,302.2,CH,C,QT,C
SAR,DD12BGF001,302.2,304.8,CH,SEL,QT,C
SAR,DD12BGF001,304.8,305.9,CH,C,SE,P
SAR,DD12BGF001,305.9,313.4,CH,SEL,QT,C
SAR,DD12BGF001,313.4,337.0,CH,SEL,SE,P
SAR,DD12BGF001,337.0,338.4,CH,SEL,SE,P
SAR,DD12BGF001,338.4,380.8,CH,SEL,SE,P
SAR,DD12BGF001,380.8,385.0,CH,SEL,SE,P
SAR,DD12BGF001,385.0,453.0,CH,SEL,SE,P
SAR,DD12BGF001,453.0,455.5,CB,SEL,CH,SEL
SAR,DD12BGF001,455.5,484.1,CH,SEL,SE,P
SAR,DD12BGF001,484.1,492.0,CH,SEL,GR,SEL
SAR,DD12BGF001,492.0,496.4,CH,SEL,LX,D
SAR,DD12BGF001,496.4,523.4,CH,SEL,SE,SEL
SAR,DD12BGF001,523.4,540.2,CH,SEL,QT,V
SAR,DD12BGF001,540.2,555.0,CH,SEL,GR,SEL
SAR,DD12BGF001,555.0,558.7,CH,SEL,HRE,SEL
SAR,DD12BGF001,558.7,594.6,CB,P,DO,P
SAR,DD12BGF001,594.6,607.0,DO,P,HRR,P
SAR,DD12BGF001,607.0,609.0,CH,C,HRE,P
SAR,DD12BGF001,609.0,615.8,DO,P,HRR,P
SAR,DD12BGF001,615.8,620.1,CH,P,HRE,V
SAR,DD12BGF001,620.1,643.1,DO,P,HRE,P
SAR,DD12BRM001,137.4,319.7,CH,C,HM,MTX
SAR,DD12BRM002,0.0,9.0,KA,P,LM,C
SAR,DD12BRM002,9.0,24.0,KA,P,,
SAR,DD12BRM002,24.0,45.0,KA,P,LM,P
SAR,DD12BRM002,153.0,164.6,CH,P,,
SAR,DD12BRM002,164.6,165.5,CH,P,SE,P
SAR,DD12BRM002,165.5,166.75,KF,C,SE,P
SAR,DD12BRM002,166.75,202.75,CH,S,SE,P
SAR,DD12BRM002,202.75,208.55,CH,S,HE,IM
SAR,DD12BRM002,208.55,218.15,CH,S,HE,IM
SAR,DD12BRM002,218.15,236.7,CH,S,HE,IM
SAR,DD12BRM002,236.7,282.0,CH,S,HE,IM
SAR,DD12BRM002,282.0,323.6,CH,SEL,HE,IM
SAR,DD12BRM002,323.6,325.7,CH,SEL,MT,B
SAR,DD12BRM002,325.7,369.0,CH,P,SE,P
SAR,DD12BRM002,369.0,375.85,CH,P,SE,P
SAR,DD12BRM002,375.85,386.25,CH,P,SE,P
SAR,DD12BRM002,386.25,389.4,SI,SEL,CH,P
SAR,DD12BRM002,389.4,440.7,CH,P,SE,P
SAR,DD12BRM002,440.7,442.9,KF,SEL,SE,P
SAR,DD12BRM002,442.9,514.5,CH,P,SE,P
SAR,DD12BRM002,514.5,515.8,CH,P,,
SAR,DD12BRM002,515.8,527.43,CH,SEL,SE,P
SAR,DD12BRM002,527.43,528.0,SE,P,,
SAR,DD12BRM002,528.0,532.9,CH,SEL,SE,P
SAR,DD12BRM002,532.9,535.6,CH,P,SE,P
SAR,DD12BRM002,535.6,555.75,CH,SEL,SE,P
SAR,DD12BRM002,555.75,561.35,SI,SEL,CH,P
SAR,DD12BRM002,561.35,676.2,CH,SEL,SE,P
SAR,DD12CRD013,121.7,154.0,CH,B,DS,C
SAR,DD12CRD013,154.0,172.0,CH,B,HRE,C
SAR,DD12CRD013,172.0,191.9,CH,B,DS,C
SAR,DD12CRD013,191.9,219.8,CB,C,CH,C
SAR,DD12CRD013,219.8,261.0,CH,P,FL,V
SAR,DD12CRD013,261.0,270.5,CH,P,HRR,C
SAR,DD12CRD013,270.5,272.6,CH,P,CY,X
SAR,DD12CRD013,272.6,309.0,CH,V,HM,C
SAR,DD12CRD013,309.0,326.0,CB,V,CH,P
SAR,DD12CRD013,326.0,347.5,CB,V,CH,P
SAR,DD12CRD013,347.5,350.9,CH,P,HM,P
SAR,DD12CRD013,350.9,352.0,HRE,C,,
SAR,DD12CRD013,352.0,353.3,CH,P,HM,P
SAR,DD12CRD013,353.3,364.8,CB,V,CH,C
SAR,DD12CRD013,364.8,369.9,CB,V,CH,C
SAR,DD12CRD013,369.9,373.3,CB,V,CH,P
SAR,DD12CRD013,373.3,401.2,CH,P,HRE,P
SAR,DD12CRD013,401.2,418.7,CB,V,HM,P
SAR,DD12CRD013,418.7,446.0,CH,C,HM,C
SAR,DD12CRD013,446.0,456.0,CB,V,HM,P
SAR,DD12CRD013,456.0,458.0,CY,X,,
SAR,DD12CRD013,458.0,471.7,CH,P,MT,C
SAR,DD12CRD013,471.7,500.0,CH,V,HRE,P
SAR,DD12CRD013,500.0,539.0,CB,V,CH,V
SAR,DD12CRD013,539.0,593.3,HM,C,LX,C
SAR,DD12CRD014,113.5,211.3,CH,C,DS,P
SAR,DD12CRD014,211.3,224.3,CH,C,DS,P
SAR,DD12CRD014,224.3,230.5,BI,P,KF,P
SAR,DD12CRD014,230.5,252.2,CH,C,DS,P
SAR,DD12CRD014,252.2,278.4,BI,C,CB,P
SAR,DD12CRD014,278.4,297.4,CH,P,KF,C
SAR,DD12CRD014,297.4,299.4,CH,C,HM,P
SAR,DD12CRD014,299.4,316.8,CH,P,HM,C
SAR,DD12CRD014,316.8,342.3,FS,P,HRE,P
SAR,DD12CRD014,342.3,346.8,FS,P,HRE,P
SAR,DD12CRD014,346.8,499.7,FS,P,HRE,P
SAR,DD12CRD015,0.0,3.0,HM,NL,,
SAR,DD12CRD015,3.0,15.0,HM,NL,,
SAR,DD12CRD015,15.0,30.0,LM,SEL,HM,P
SAR,DD12CRD015,30.0,42.0,LM,SEL,KA,P
SAR,DD12CRD015,42.0,45.0,LM,SEL,KA,SEL
SAR,DD12CRD015,45.0,51.0,HM,SEL,LM,SEL
SAR,DD12CRD015,170.9,172.1,BI,P,GY,C
SAR,DD12CRD015,172.1,206.1,EP,P,GY,C
SAR,DD12CRD015,206.1,211.6,BI,P,GN,C
SAR,DD12CRD015,211.6,216.6,BI,P,CH,P
SAR,DD12CRD015,216.6,233.7,BI,P,CB,P
SAR,DD12CRD015,233.7,255.0,CB,P,KF,P
SAR,DD12CRD015,255.0,267.8,BI,P,CB,P
SAR,DD12CRD015,267.8,268.8,BI,P,CH,P
SAR,DD12CRD015,268.8,277.2,BI,P,CB,P
SAR,DD12CRD015,277.2,283.1,BI,P,DS,P
SAR,DD12CRD015,283.1,287.9,BI,P,CB,P
SAR,DD12CRD015,287.9,290.2,BI,P,KF,V
SAR,DD12CRD015,290.2,335.3,CB,P,CH,P
SAR,DD12CRD015,335.3,340.9,BI,P,CH,C
SAR,DD12CRD015,340.9,426.3,CH,C,KF,C
SAR,DD12CRD015,426.3,485.0,QT,C,BI,P
SAR,DD12CRD015,485.0,520.3,QT,P,BI,P
SAR,DD12CRD015,520.3,525.7,BI,P,CB,P
SAR,DD12CRD015,525.7,579.4,CH,C,KF,P
SAR,DD12CRD015,579.4,582.0,CH,P,FE,P
SAR,DD12CRD015,582.0,583.0,CH,C,FE,P
SAR,DD12CRD015,583.0,606.4,FS,C,QT,P
SAR,DD12CRD015,606.4,645.4,CH,C,FS,P
SAR,DD12CRD015,645.4,671.9,FS,C,CB,C
SAR,DD12CRD015,671.9,687.5,HM,P,QT,C
SAR,DD12CRD016,126.4,164.0,CH,P,SE,C
SAR,DD12CRD016,164.0,165.0,SD,C,SI,P
SAR,DD12CRD016,165.0,168.3,KF,C,LX,P
SAR,DD12CRD016,168.3,172.7,CH,P,SE,C
SAR,DD12CRD016,172.7,178.2,CA,P,CH,P
SAR,DD12CRD016,178.2,187.0,KF,P,CH,P
SAR,DD12CRD016,187.0,197.3,DO,V,HM,P
SAR,DD12CRD016,197.3,207.7,HSG,RCLT,DO ,V
SAR,DD12CRD016,207.7,208.5,QT,PF,,
SAR,DD12CRD016,208.5,210.0,DO,V,HM,P
SAR,DD12CRD016,210.0,228.3,LX,D,DO,V
SAR,DD12CRD016,228.3,236.0,HM,P,QT,P
SAR,DD12CRD016,236.0,257.8,HSP,V,CH,C
SAR,DD12CRD016,257.8,260.4,FS,C,HM,P
SAR,DD12CRD016,260.4,265.3,HSP,V,CH,C
SAR,DD12CRD016,265.3,266.0,CH,P,HRE,V
SAR,DD12CRD016,266.0,281.2,HSP,V,CH,C
SAR,DD12CRD016,281.2,291.0,FS,C,HM,P
SAR,DD12CRD016,291.0,296.0,HM,P,QT,P
SAR,DD12CRD016,296.0,313.2,HSP,CF,FS,P
SAR,DD12CRD016,313.2,315.0,HSP,V,CH,P
SAR,DD12CRD016,315.0,323.2,HSP,CF,FS,P
SAR,DD12CRD016,323.2,324.2,HSP,V,CH,P
SAR,DD12CRD016,324.2,326.5,HSP,CF,FS,P
SAR,DD12CRD016,326.5,328.3,HSP,V,CH,P
SAR,DD12CRD016,328.3,363.6,HSP,P,FS,P
SAR,DD12CRD016,363.6,366.3,FS,P,HM,C
SAR,DD12CRD016,366.3,395.0,HSP,P,FS,P
SAR,DD12CRD016,395.0,416.4,HSP,P,FS,P
SAR,DD12CRD016,416.4,425.3,QT,P,,
SAR,DD12CRD016,425.3,440.6,HSP,C,FS,P
SAR,DD12CRD016,440.6,479.0,HM,P,MT,P
SAR,DD12CRD016,479.0,486.2,FS,P,HM,P
SAR,DD12CRD016,486.2,519.3,CH,C,HM,P
SAR,DD12CRD016,519.3,528.4,CH,C,HM,P
SAR,DD12CRD016,528.4,545.5,CH,C,HM,P
SAR,DD12KND003,72.0,80.3,CH,NL,SE,NL
SAR,DD12KND003,98.75,111.3,CH,NL,PY,NL
SAR,DD12KND003,132.56,134.12,CH,NL,,
SAR,DD12KND003,345.6,348.7,CH,NL,,
SAR,DD12KND004,132.0,135.2,CH,NL,KF,NL
SAR,DD12KND004,135.2,142.1,CH,NL,,
SAR,DD12KND004,142.1,175.8,CH,NL,DS,NL
SAR,DD12KND004,175.8,185.2,CH,NL,KF,NL
SAR,DD12KND004,185.2,190.3,CB,V,CH,V
SAR,DD12KND004,190.3,198.1,CH,NL,DS,AC
SAR,DD12KND004,241.8,260.0,CH,NL,DS,NL
SAR,DD12KND004,260.0,270.1,CH,NL,DS,NL
SAR,DD12KND004,270.1,276.2,CH,NL,DS,NL
SAR,DD12KND004,276.2,305.1,CH,NL,DS,NL
SAR,DD12KND004,305.1,314.6,CH,NL,DS,NL
SAR,DD12KND004,330.1,353.2,CH,NL,KF,NL
SAR,DD12KND004,353.2,375.7,CH,NL,KF,NL
SAR,DD12KND004,375.7,448.3,CH,NL,DS,AM
SAR,DD12KND004,448.3,452.9,CH,NL,DS,NL
SAR,DD12KND004,470.5,473.4,CA,V,KF,NL
SAR,DD12KND004,473.4,478.7,KF,NL,,
SAR,DD12KND004,478.7,493.2,CH,NL,DS,NL
SAR,DD12KND004,493.2,498.7,CH,NL,,
SAR,DD12KND004,498.7,527.2,DS,NL,KF,NL
SAR,DD12KND004,527.2,531.1,CH,NL,KF,NL
SAR,DD12KND004,531.1,556.0,CH,NL,DS,NL
SAR,DD12LARE001,142.0,159.3,CH,SEL,HM,P
SAR,DD12LARE001,159.3,178.85,CH,C,HM,C
SAR,DD12LARE001,178.85,181.2,CH,P,HM,P
SAR,DD12LARE001,181.2,189.2,CH,C,SE,C
SAR,DD12LARE001,189.2,203.3,CH,SEL,HM,C
SAR,DD12LARE001,203.3,215.3,CH,SEL,HM,P
SAR,DD12LARE001,215.3,300.5,CH,SEL,HM,P
SAR,DD12LARE001,300.5,372.8,CH,SEL,HM,P
SAR,DD12LARE001,372.8,504.3,CH,SEL,HM,P
SAR,DD12LARE001,504.3,507.7,CH,SEL,HM,P
SAR,DD12LARE001,507.7,548.4,CH,SEL,HM,P
SAR,DD12LARE001,548.4,572.0,HM,P,SE,SEL
SAR,DD12LARE001,572.0,640.9,HM,P,SE,C
SAR,DD12LARE001,640.9,651.7,HM,P,HSG,F
SAR,DD12LARE002,132.0,137.9,CH,P,KA,SEL
SAR,DD12LARE002,137.9,146.8,CH,SEL,HM,P
SAR,DD12LARE002,146.8,149.3,CH,P,HM,P
SAR,DD12LARE002,149.3,156.3,CB,NL,HM,P
SAR,DD12LARE002,156.3,157.4,CH,P,HM,P
SAR,DD12LARE002,157.4,182.0,CH,C,HM,P
SAR,DD12LARE002,182.0,184.7,HM,P,HRE,SEL
SAR,DD12LARE002,184.7,207.2,CH,C,HM,P
SAR,DD12LARE002,207.2,208.0,CH,P,HM,P
SAR,DD12LARE002,208.0,209.0,CH,SEL,HM,P
SAR,DD12LARE002,209.0,212.2,CH,P,HM,P
SAR,DD12LARE002,212.2,214.2,CH,P,HM,SEL
SAR,DD12LARE002,214.2,217.0,CH,SEL,HM,SEL
SAR,DD12LARE002,217.0,240.5,CH,C,HM,P
SAR,DD12LARE002,240.5,250.7,CH,SEL,HM,SEL
SAR,DD12LARE002,250.7,281.2,CH,SEL,HM,P
SAR,DD12LARE002,281.2,342.0,CH,P,HM,C
SAR,DD12LARE002,342.0,376.1,CH,P,HM,C
SAR,DD12LARE003,122.8,123.7,HM,P,SI,P
SAR,DD12LARE003,123.7,125.8,CH,SEL,HM,SEL
SAR,DD12LARE003,125.8,137.6,HM,P,SE,SEL
SAR,DD12LARE003,137.6,139.5,CH,P,MR,OF
SAR,DD12LARE003,139.5,150.0,CB,SEL,CH,SEL
SAR,DD12LARE003,150.0,155.4,CB,C,CH,SEL
SAR,DD12LARE003,155.4,158.6,CB,C,CH,SEL
SAR,DD12LARE003,158.6,161.6,CB,SEL,CH,SEL
SAR,DD12LARE003,161.6,164.35,CH,SEL,HRR,SEL
SAR,DD12LARE003,164.35,166.6,CB,SEL,CH,SEL
SAR,DD12LARE003,167.3,167.9,CH,SEL,DO,SEL
SAR,DD12LARE003,167.9,169.5,CB,SEL,CH,P
SAR,DD12LARE003,169.5,174.3,CB,SEL,CH,SEL
SAR,DD12LARE003,174.3,178.2,CH,SEL,HM,P
SAR,DD12LARE003,178.2,185.4,CH,SEL,DO,SEL
SAR,DD12LARE003,185.4,186.6,CH,SEL,DO,SEL
SAR,DD12LARE003,186.6,196.9,CH,P,DO,SEL
SAR,DD12LARE003,196.9,207.6,CH,SEL,DO,SEL
SAR,DD12LARE003,207.6,215.0,CB,P,CH,P
SAR,DD12LARE003,215.0,222.7,CB,SEL,CH,SEL
SAR,DD12LARE003,222.7,224.3,CB,NL,CH,SEL
SAR,DD12LARE003,224.3,226.4,CB,SEL,CH,SEL
SAR,DD12LARE003,226.4,252.7,CH,SEL,SE,SEL
SAR,DD12LARE003,252.7,258.7,CH,C,HM,X
SAR,DD12LARE003,258.7,276.0,CH,SEL,SE,SEL
SAR,DD12LARE003,276.0,308.0,CH,SEL,HM,NL
SAR,DD12LARE003,308.0,326.8,CH,SEL,MR,NL
SAR,DD12LARE003,326.8,333.7,CH,P,HM,P
SAR,DD12LARE003,333.7,336.5,CH,P,MT,C
SAR,DD12LARE003,336.5,340.0,CH,SEL,DO,SEL
SAR,DD12LARE003,340.0,346.1,CB,SEL,CH,SEL
SAR,DD12LARE003,346.1,348.0,CB,C,CH,C
SAR,DD12LARE003,348.0,348.9,CB,SEL,CH,SEL
SAR,DD12LARE003,348.9,355.3,CH,C,HM,C
SAR,DD12LARE003,355.3,366.6,CH,C,HM,SEL
SAR,DD12LARE003,366.6,376.2,CH,SEL,HM,SEL
SAR,DD12LARE003,376.2,379.6,CB,SEL,CH,SEL
SAR,DD12LARE003,379.6,384.3,CH,SEL,HM,X
SAR,DD12LARE003,384.3,386.8,HM,SEL,HSG,SEL
SAR,DD12LARE003,386.8,396.3,CB,SEL,CH,SEL
